id,dexNum,classification,findingIds,currentEvolutionFields,pokeApiRuleIds,bulbapedia,serebiiCachedSpeciesPages
eelektross-mega,604,transformation_not_species_evolution,,{},305,https://bulbapedia.bulbagarden.net/wiki/Eelektross_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sv/eelektross/
eelektross,604,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""eelektrik"",""evoFromItem"":""thunderstone""}",305,https://bulbapedia.bulbagarden.net/wiki/Eelektross_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sv/eelektross/
eevee-f,133,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Eevee_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/133.shtml;https://www.serebii.net/pokedex-sv/eevee/;https://www.serebii.net/pokedex-swsh/eevee/
eevee-gmax,133,transformation_not_species_evolution,,{},,https://bulbapedia.bulbagarden.net/wiki/Eevee_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/133.shtml;https://www.serebii.net/pokedex-sv/eevee/;https://www.serebii.net/pokedex-swsh/eevee/
eevee,133,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Eevee_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/133.shtml;https://www.serebii.net/pokedex-sv/eevee/;https://www.serebii.net/pokedex-swsh/eevee/
eiscue-noice,875,transformation_not_species_evolution,,{},,https://bulbapedia.bulbagarden.net/wiki/Eiscue_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sv/eiscue/;https://www.serebii.net/pokedex-swsh/eiscue/
eiscue,875,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Eiscue_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sv/eiscue/;https://www.serebii.net/pokedex-swsh/eiscue/
ekans,23,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Ekans_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/023.shtml;https://www.serebii.net/pokedex-swsh/ekans/
eldegoss,830,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""gossifleur"",""evoFromLevel"":20}",423,https://bulbapedia.bulbagarden.net/wiki/Eldegoss_(Pok%C3%A9mon),
electabuzz,125,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""elekid"",""evoFromLevel"":30}",73,https://bulbapedia.bulbagarden.net/wiki/Electabuzz_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/125.shtml;https://www.serebii.net/pokedex-swsh/electabuzz/
electivire,466,has_findings,E01;E11;E14,"{""evolvesFrom"":""electabuzz"",""evoFromItem"":""electirizer""}",234,https://bulbapedia.bulbagarden.net/wiki/Electivire_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/466.shtml;https://www.serebii.net/pokedex-swsh/electivire/
electrike,309,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Electrike_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/309.shtml
electrode-hisui,101,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""voltorb-hisui"",""evoFromItem"":""leafstone""}",524,https://bulbapedia.bulbagarden.net/wiki/Electrode_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/101.shtml;https://www.serebii.net/pokedex-swsh/electrode/
electrode,101,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""voltorb"",""evoFromLevel"":30}",60,https://bulbapedia.bulbagarden.net/wiki/Electrode_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/101.shtml;https://www.serebii.net/pokedex-swsh/electrode/
elekid,239,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Elekid_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/239.shtml;https://www.serebii.net/pokedex-swsh/elekid/
elgyem,605,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Elgyem_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/605.shtml
emboar-mega,500,transformation_not_species_evolution,,{},250,https://bulbapedia.bulbagarden.net/wiki/Emboar_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/500.shtml;https://www.serebii.net/pokedex-sv/emboar/
emboar,500,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""pignite"",""evoFromLevel"":36}",250,https://bulbapedia.bulbagarden.net/wiki/Emboar_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/500.shtml;https://www.serebii.net/pokedex-sv/emboar/
emolga,587,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Emolga_(Pok%C3%A9mon),
empoleon,395,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""prinplup"",""evoFromLevel"":36}",197,https://bulbapedia.bulbagarden.net/wiki/Empoleon_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/395.shtml
enamorus-therian,905,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Enamorus_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sv/enamorus/;https://www.serebii.net/pokedex-swsh/enamorus/
enamorus,905,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Enamorus_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sv/enamorus/;https://www.serebii.net/pokedex-swsh/enamorus/
entei,244,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Entei_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/244.shtml;https://www.serebii.net/pokedex-swsh/entei/
escavalier,589,has_findings,E01;E27,"{""evolvesFrom"":""karrablast"",""evoFromCondition"":""with a Shelmet""}",297,https://bulbapedia.bulbagarden.net/wiki/Escavalier_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/589.shtml
espathra,956,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""flittle"",""evoFromLevel"":35}",495,https://bulbapedia.bulbagarden.net/wiki/Espathra_(Pok%C3%A9mon),
espeon,196,has_findings,E02;E27,"{""evolvesFrom"":""eevee"",""evoFromCondition"":""during the day""}",109,https://bulbapedia.bulbagarden.net/wiki/Espeon_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/196.shtml
espurr,677,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Espurr_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/677.shtml
eternatus-eternamax,890,transformation_not_species_evolution,,{},,https://bulbapedia.bulbagarden.net/wiki/Eternatus_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sv/eternatus/;https://www.serebii.net/pokedex-swsh/eternatus/
eternatus,890,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Eternatus_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sv/eternatus/;https://www.serebii.net/pokedex-swsh/eternatus/
excadrill-mega,530,transformation_not_species_evolution,,{},267,https://bulbapedia.bulbagarden.net/wiki/Excadrill_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/530.shtml;https://www.serebii.net/pokedex-sv/excadrill/
excadrill,530,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""drilbur"",""evoFromLevel"":31}",267,https://bulbapedia.bulbagarden.net/wiki/Excadrill_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/530.shtml;https://www.serebii.net/pokedex-sv/excadrill/
exeggcute,102,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Exeggcute_(Pok%C3%A9mon),
exeggutor-alola,103,has_findings,E18,"{""evolvesFrom"":""exeggcute"",""evoFromItem"":""leafstone""}",522,https://bulbapedia.bulbagarden.net/wiki/Exeggutor_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/103.shtml;https://www.serebii.net/pokedex-sv/exeggutor/;https://www.serebii.net/pokedex-swsh/exeggutor/
exeggutor,103,has_findings,E18,"{""evolvesFrom"":""exeggcute"",""evoFromItem"":""leafstone""}",61,https://bulbapedia.bulbagarden.net/wiki/Exeggutor_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/103.shtml;https://www.serebii.net/pokedex-sv/exeggutor/;https://www.serebii.net/pokedex-swsh/exeggutor/
exploud,295,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""loudred"",""evoFromLevel"":40}",157,https://bulbapedia.bulbagarden.net/wiki/Exploud_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/295.shtml;https://www.serebii.net/pokedex-sm/295.shtml
falinks-mega,870,transformation_not_species_evolution,,{},,https://bulbapedia.bulbagarden.net/wiki/Falinks_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sv/falinks/
falinks,870,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Falinks_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sv/falinks/
farfetchd-galar,83,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Farfetch'd_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/083.shtml;https://www.serebii.net/pokedex-sv/farfetch'd/;https://www.serebii.net/pokedex-swsh/farfetch'd/
farfetchd,83,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Farfetch'd_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/083.shtml;https://www.serebii.net/pokedex-sv/farfetch'd/;https://www.serebii.net/pokedex-swsh/farfetch'd/
farigiraf,981,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""girafarig"",""evoFromMove"":""twinbeam""}",506,https://bulbapedia.bulbagarden.net/wiki/Farigiraf_(Pok%C3%A9mon),
fearow,22,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""spearow"",""evoFromLevel"":20}",14,https://bulbapedia.bulbagarden.net/wiki/Fearow_(Pok%C3%A9mon),
feebas,349,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Feebas_(Pok%C3%A9mon),https://www.serebii.net/pokedex-dp/349.shtml
fennekin,653,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Fennekin_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/653.shtml
feraligatr-mega,160,transformation_not_species_evolution,,{},89,https://bulbapedia.bulbagarden.net/wiki/Feraligatr_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/160.shtml;https://www.serebii.net/pokedex-sv/feraligatr/
feraligatr,160,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""croconaw"",""evoFromLevel"":30}",89,https://bulbapedia.bulbagarden.net/wiki/Feraligatr_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/160.shtml;https://www.serebii.net/pokedex-sv/feraligatr/
ferroseed,597,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Ferroseed_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/597.shtml
ferrothorn,598,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""ferroseed"",""evoFromLevel"":40}",301,https://bulbapedia.bulbagarden.net/wiki/Ferrothorn_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/598.shtml
fezandipiti,1016,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Fezandipiti_(Pok%C3%A9mon),
fidough,926,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Fidough_(Pok%C3%A9mon),
finizen,963,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Finizen_(Pok%C3%A9mon),
finneon-f,456,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Finneon_(Pok%C3%A9mon),https://www.serebii.net/pokedex-dp/456.shtml
finneon,456,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Finneon_(Pok%C3%A9mon),https://www.serebii.net/pokedex-dp/456.shtml
flaaffy,180,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""mareep"",""evoFromLevel"":15}",98,https://bulbapedia.bulbagarden.net/wiki/Flaaffy_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/180.shtml;https://www.serebii.net/pokedex-sm/180.shtml
flabebe-blue,669,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Flab%C3%A9b%C3%A9_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/669.shtml;https://www.serebii.net/pokedex-xy/669.shtml
flabebe-orange,669,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Flab%C3%A9b%C3%A9_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/669.shtml;https://www.serebii.net/pokedex-xy/669.shtml
flabebe-white,669,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Flab%C3%A9b%C3%A9_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/669.shtml;https://www.serebii.net/pokedex-xy/669.shtml
flabebe-yellow,669,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Flab%C3%A9b%C3%A9_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/669.shtml;https://www.serebii.net/pokedex-xy/669.shtml
flabebe,669,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Flab%C3%A9b%C3%A9_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/669.shtml;https://www.serebii.net/pokedex-xy/669.shtml
flamigo,973,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Flamigo_(Pok%C3%A9mon),
flapple-gmax,841,transformation_not_species_evolution,,{},429,https://bulbapedia.bulbagarden.net/wiki/Flapple_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sv/flapple/;https://www.serebii.net/pokedex-swsh/flapple/
flapple,841,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""applin"",""evoFromItem"":""tartapple""}",429,https://bulbapedia.bulbagarden.net/wiki/Flapple_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sv/flapple/;https://www.serebii.net/pokedex-swsh/flapple/
flareon,136,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""eevee"",""evoFromItem"":""firestone""}",78,https://bulbapedia.bulbagarden.net/wiki/Flareon_(Pok%C3%A9mon),
fletchinder,662,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""fletchling"",""evoFromLevel"":17}",328,https://bulbapedia.bulbagarden.net/wiki/Fletchinder_(Pok%C3%A9mon),
fletchling,661,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Fletchling_(Pok%C3%A9mon),
flittle,955,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Flittle_(Pok%C3%A9mon),
floatzel-f,419,has_findings,E25,"{""evolvesFrom"":""buizel"",""evoFromLevel"":26}",210,https://bulbapedia.bulbagarden.net/wiki/Floatzel_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/419.shtml
floatzel,419,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""buizel"",""evoFromLevel"":26}",210,https://bulbapedia.bulbagarden.net/wiki/Floatzel_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/419.shtml
floette-blue,670,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""flabebe-blue"",""evoFromLevel"":19}",572,https://bulbapedia.bulbagarden.net/wiki/Floette_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/670.shtml;https://www.serebii.net/pokedex-sv/floette/;https://www.serebii.net/pokedex-xy/670.shtml
floette-eternal-mega,670,transformation_not_species_evolution,,{},346,https://bulbapedia.bulbagarden.net/wiki/Floette_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/670.shtml;https://www.serebii.net/pokedex-sv/floette/;https://www.serebii.net/pokedex-xy/670.shtml
floette-eternal,670,intentional_non_evolution_form,,{},346,https://bulbapedia.bulbagarden.net/wiki/Floette_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/670.shtml;https://www.serebii.net/pokedex-sv/floette/;https://www.serebii.net/pokedex-xy/670.shtml
floette-orange,670,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""flabebe-orange"",""evoFromLevel"":19}",571,https://bulbapedia.bulbagarden.net/wiki/Floette_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/670.shtml;https://www.serebii.net/pokedex-sv/floette/;https://www.serebii.net/pokedex-xy/670.shtml
floette-white,670,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""flabebe-white"",""evoFromLevel"":19}",573,https://bulbapedia.bulbagarden.net/wiki/Floette_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/670.shtml;https://www.serebii.net/pokedex-sv/floette/;https://www.serebii.net/pokedex-xy/670.shtml
floette-yellow,670,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""flabebe-yellow"",""evoFromLevel"":19}",570,https://bulbapedia.bulbagarden.net/wiki/Floette_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/670.shtml;https://www.serebii.net/pokedex-sv/floette/;https://www.serebii.net/pokedex-xy/670.shtml
floette,670,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""flabebe"",""evoFromLevel"":19}",346,https://bulbapedia.bulbagarden.net/wiki/Floette_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/670.shtml;https://www.serebii.net/pokedex-sv/floette/;https://www.serebii.net/pokedex-xy/670.shtml
floragato,907,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""sprigatito"",""evoFromLevel"":16}",468,https://bulbapedia.bulbagarden.net/wiki/Floragato_(Pok%C3%A9mon),
florges-blue,671,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""floette-blue"",""evoFromItem"":""shinystone""}",576,https://bulbapedia.bulbagarden.net/wiki/Florges_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/671.shtml;https://www.serebii.net/pokedex-xy/671.shtml
florges-orange,671,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""floette-orange"",""evoFromItem"":""shinystone""}",575,https://bulbapedia.bulbagarden.net/wiki/Florges_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/671.shtml;https://www.serebii.net/pokedex-xy/671.shtml
florges-white,671,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""floette-white"",""evoFromItem"":""shinystone""}",577,https://bulbapedia.bulbagarden.net/wiki/Florges_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/671.shtml;https://www.serebii.net/pokedex-xy/671.shtml
florges-yellow,671,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""floette-yellow"",""evoFromItem"":""shinystone""}",574,https://bulbapedia.bulbagarden.net/wiki/Florges_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/671.shtml;https://www.serebii.net/pokedex-xy/671.shtml
florges,671,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""floette"",""evoFromItem"":""shinystone""}",347,https://bulbapedia.bulbagarden.net/wiki/Florges_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/671.shtml;https://www.serebii.net/pokedex-xy/671.shtml
fluttermane,987,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Flutter_Mane_(Pok%C3%A9mon),
flygon,330,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""vibrava"",""evoFromLevel"":45}",171,https://bulbapedia.bulbagarden.net/wiki/Flygon_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/330.shtml;https://www.serebii.net/pokedex-swsh/flygon/
fomantis,753,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Fomantis_(Pok%C3%A9mon),
foongus,590,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Foongus_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/590.shtml
forretress,205,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""pineco"",""evoFromLevel"":31}",113,https://bulbapedia.bulbagarden.net/wiki/Forretress_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/205.shtml
fraxure,611,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""axew"",""evoFromLevel"":38}",309,https://bulbapedia.bulbagarden.net/wiki/Fraxure_(Pok%C3%A9mon),https://www.serebii.net/pokedex-swsh/fraxure/
frigibax,996,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Frigibax_(Pok%C3%A9mon),
frillish-f,592,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Frillish_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/592.shtml
frillish,592,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Frillish_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/592.shtml
froakie,656,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Froakie_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/656.shtml
frogadier,657,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""froakie"",""evoFromLevel"":16}",337,https://bulbapedia.bulbagarden.net/wiki/Frogadier_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/657.shtml
froslass-mega,478,transformation_not_species_evolution,,{},246,https://bulbapedia.bulbagarden.net/wiki/Froslass_(Pok%C3%A9mon),https://www.serebii.net/pokedex-dp/478.shtml;https://www.serebii.net/pokedex-sv/froslass/
froslass,478,has_findings,E03,"{""evolvesFrom"":""snorunt"",""evoFromItem"":""dawnstone""}",246,https://bulbapedia.bulbagarden.net/wiki/Froslass_(Pok%C3%A9mon),https://www.serebii.net/pokedex-dp/478.shtml;https://www.serebii.net/pokedex-sv/froslass/
frosmoth,873,has_findings,E02;E27,"{""evolvesFrom"":""snom"",""evoFromCondition"":""at night""}",442,https://bulbapedia.bulbagarden.net/wiki/Frosmoth_(Pok%C3%A9mon),
fuecoco,909,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Fuecoco_(Pok%C3%A9mon),
furfrou-dandy,676,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Furfrou_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/676.shtml;https://www.serebii.net/pokedex-xy/676.shtml
furfrou-debutante,676,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Furfrou_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/676.shtml;https://www.serebii.net/pokedex-xy/676.shtml
furfrou-diamond,676,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Furfrou_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/676.shtml;https://www.serebii.net/pokedex-xy/676.shtml
